Artist_ID,Name,Genres,Popularity
2PT0dZa1yzFBrkp8U1UTKW,Kid Lib,"breaks, modern jungle",11
0axzaaYIXVgUawYHryMgl2,Jinx In Dub,ragga jungle,15
2pvXmrrVA0dQTn2GTSpdTh,DJ Crystl,"atmospheric dnb, jungle",8
7mA1xY1QOCYqswcYSNLpyt,Jahdai,ragga jungle,8
5kDzkQqTkALyKQRzdb5Sj2,Aaron Spectre,"boston electronic, breakcore, drill and bass, ragga jungle",9
0l9JcoRTFAW1u4UEUxENwy,Filip Motovunski,"croatian electronic, ragga jungle",14
6uynQTCwxzANJyNpJSJpZ9,DJ Nut Nut,jungle,14
40WkziF8FgY4AF4DXDAudZ,The Criminal Minds,"hardcore breaks, hardcore techno, jungle, old school uk hip hop",14
0M7fxcdqqgiPOvjvLkpcTn,Audiomission,"jungle, ragga jungle",13
36EFi0c74AXakX7I1mw4Vm,Rude Bwoy Monty,jungle,13
3w4FwUyrFv29eAKSYQvWYr,Epicentre,jungle,4
0vwtyGuO0WA8e6jW5dR00u,Nasty Habits,jungle,12
7oFOEJjZHWP1Jcf8KyZFiB,Pascal,jungle,11
0zsycKbnc6W0SzFeLAWIHb,Vital Elements,"jump up, jungle",12
37qo0ES6034TySyNPFhmIC,Settle Down,modern jungle,10
0JQlyYKy63k4WwhdRrcmZc,DJ Sofa,modern jungle,11
30UMQHtLmX96InZfKtB7cZ,Stakka & Skynet,"darkstep, drum and bass, jungle, neurofunk",11
2bmPucDtmNJQiRlyn7nQqM,Bay B Kane,"hardcore breaks, jungle",10
1QNUCJCVlAQzQQOhmkXYKW,RCola,ragga jungle,11
4B9sESZ5Lzsln4KM71YWf1,Missing,modern jungle,8
4yoVXMAwZYZG5GbQO74cY9,Tommy The Cat,"breaks, modern jungle",8
6PywzmfFWBnV1XcBTGPCmu,A Class Crew,jungle,9
6GGMKy0F3XJehneXW9EM4y,Private Caller,modern jungle,9
2NE01xRngiVrT6dHm3qSHE,Subjects,modern jungle,8
57VZ8RtFU9P9iZr9LHg4OD,Cheetah,modern jungle,9
0eZzjmNaCP16Ljd3bYpCPK,Lakeway,modern jungle,9
72A349ge66Ptp7xhaaRUTR,Prayer,modern jungle,8
6g2ys0ODFeBpxoWksZiZtS,DJ Trace,"drumfunk, jungle, neurofunk",8
3tsc05X4PU1iM3ajknwM9F,DJ Rap & Aston,"hardcore techno, jungle",8
42YfZYuGQhl1knSk51U0NQ,Usual Suspects,"drum and bass, jungle, neurofunk",9
64ZyN9aDMKH9vVG3z78Y4x,Ricky Force,modern jungle,8
4cGp1DxvYloTMZiCnVcp2L,Refreshers,modern jungle,8
0pXbK3wuf9BkNus0cUFyux,Nanci & Phoebe,"jungle, ragga jungle",14
4aMtldZ0GycNdgERsUdXP1,Heartical Théos,ragga jungle,14
13U7DBOfO0fZnx59eTPNPd,Studio Pressure,"drumfunk, jungle",7
2J1CdwifonXPzHeQW8UQl2,Sonar's Ghost,modern jungle,7
7dgq4diTXTqfB2DhGsO69L,Decibella,modern jungle,7
3DjKUhQ3HDAzrWDPgPzguO,Bakground & Sangam,modern jungle,5
12Klk0T1SH9d849cz2vWRh,Stay Puft,modern jungle,13
0gbhZG1VwPDifwyRJBF6ny,DJ Y,modern jungle,4
5cvVlMldeX7K4bczMOxBaP,Tuffest,ragga jungle,3
09cDV5rwhsOY5r4yswF4CR,"Benny Page, Mr Williamz",ragga jungle,11
3hTukG4F04etkdZSQBsPOf,Angel D'lite,modern jungle,12
1QGfn0JRSeI3zXSqShD4NN,Jamie Bostron,ragga jungle,11
6UbWbc8Gbvx9oBTgUNaRo1,Dark Soldier,jungle,12
2SHQgvQZJyX0Sjbo3UcEEo,88.3,jungle,10
3s4Fzqsr3NVpQEZO2OTuWM,King Yoof,jungle,11
7BSQlRwokSuRQUeBtS4b59,DJ Brockie,jungle,10
4bm6jsge07WpdRFf4l73gU,Saxxon,"deep dnb, jump up, jungle",9
2Egm545141k87ifcElszHL,Ed Rush,"drum and bass, jungle, neurofunk",8
7az4a2Yqkfi1cpEnzVdwgk,Etch,"experimental techno, modern jungle",8
42QECN8Qrmgy96eezb4VBg,Run Tings,"hardcore breaks, hardcore techno, jungle",8
143WEcOXmW9Ar2ULZMALQK,The Ragga Twins,ragga jungle,9
2qjw9K0WsgdebzEdSnm3qG,Sound of the Future,jungle,8
56vM5uiANBdmOlR7cK0JAY,Cowboy Ranger,ragga jungle,9
7ucBk7QQhy6jA88sJUVCDf,Psychofreud,ragga jungle,8
6btva0qKX6JONZRtY7lC45,Bielefeld Murder Boys,modern jungle,9
7I7LjxjLxXp8Lxi4Us7W48,Dirty Skank Beats,ragga jungle,8
1uciDEU60mqYNIe0hChpmo,Tribe Of Issachar,ragga jungle,9
3M6rO8JxllIDtGJVyeKAtB,DR S Gachet,jungle,8
0MQzAii48SUQqQaU0iVZNa,Bizzy B,"breakcore, jungle",5
2NLy1VxkZfZI8N3hDyhNWx,Artificial Red,modern jungle,5
0bCorE6nPDeFSiALr6z8el,Epicentre,jungle,7
34u8ESFCOb3ZxrYS1biD2O,Boombassbrothers,ragga jungle,7
5dF5MlFHLsVGnG0C3OVt2u,Pablo Dread,ragga jungle,7
6DA55opXJKo5SXk6LdgXnc,Dirty Dubsters,ragga jungle,5
51lNVWFPUYieQWHQ81V8k6,Maximum Style,jungle,5
57AV6TbmHpHujySKHSjQ7Z,Janaway,modern jungle,6
0ZjJqoPzpfZIOXp3gbDd0n,Infader,modern jungle,5
1LV46WMeGT5j8EADXdnq8E,Mystic Pulse,ragga jungle,7
7mL0iaXncQXEfL0CRrwNkA,Pixel (DNB),ragga jungle,7
5IRfq4w18AZrOnmmq2N0kx,Iqulah Rastafari,ragga jungle,5
3nmbXJ8KL87bwy3cyddvsg,Drumskull,modern jungle,5
7fL3PEgdOKevKBsEEbPUg7,Law,modern jungle,6
3J9VKTj5mRfQduSzTgEIXq,No Nation,modern jungle,5
0qg68x4aTedAe1CN5rkfXT,Swankout,modern jungle,5
2QGX1d98b4HGWpFiH8kvsT,Gunmen,ragga jungle,7
2iSOXetk7m8r6gH1AnItBQ,House Of David Gang,ragga jungle,7
3k7hmFeHZK5T3ESh6tO3QU,DJ Mudak 2000,modern jungle,6
56m3GT4lMZxnEYPoEDpOZd,Neve,modern jungle,5
1MDxsDhor4WpXSDmx0FR2c,Redrose,ragga jungle,5
5dqzwLmmxsZOw9IbZLPY7r,T-Break,modern jungle,5
10xTs9ElqdDLyO4XtmXBvK,Dubtime,ragga jungle,7
4cXN5tFPxnv6vMYgs3sd8F,DJ Dextrous & Rude Boy Keith,jungle,5
079YMRKzGYhxIkL5oPo9iH,Wickedsquad,ragga jungle,5
2cggyYmdk2HP87tYGtw3La,Kloke,modern jungle,6
7lH2WFPt7RkCAcHi0qsr0S,Feyder,ragga jungle,6
